carat,color,clarity,depth,table,price,x,y,z
0.7,H,VVS1,62.7,56,2877,5.6,5.66,3.53
0.7,F,VS1,59.1,62,2877,5.82,5.86,3.44
0.9,H,SI2,62.7,64,2883,6.09,6,3.79
0.9,H,SI2,63.5,58,2889,6.09,6.14,3.88
0.8,F,SI1,63.8,59,2890,5.87,5.83,3.73
0.71,D,VS2,62.3,61,2891,5.7,5.73,3.56
0.82,G,SI2,59.9,62,2893,6.02,6.04,3.61
0.72,F,VS1,59.4,61,2897,5.82,5.89,3.48
0.98,H,SI2,57.9,56,2898,6.51,6.47,3.76
0.7,G,VVS1,59.9,61,2899,5.75,5.81,3.46
0.95,I,SI2,63.8,57,2905,6.23,6.13,3.94
0.74,E,SI1,62.8,61,2906,5.74,5.76,3.61
0.25,F,VS1,63.6,57,558,4.04,4.01,2.56
0.31,H,SI1,63.6,57,558,4.31,4.28,2.73
0.77,F,VS2,60.3,61,2911,5.89,5.96,3.57
0.73,E,VS2,64.2,54,2912,5.68,5.72,3.66
0.7,E,VS2,58.7,63,2912,5.69,5.73,3.35
0.73,E,VS2,63.2,56,2912,5.75,5.76,3.64
0.7,F,VS1,63.8,58,2919,5.61,5.58,3.57
0.75,E,SI1,58.3,60,2923,5.94,5.99,3.48
0.81,D,SI2,63.6,55,2926,5.91,5.86,3.74
0.75,D,SI2,57.6,56,2933,5.98,6.07,3.47
0.9,H,SI2,62.7,64,2934,6,6.09,3.79
0.7,F,VVS2,63.1,57,2940,5.59,5.66,3.55
1,H,I1,57.6,61,2940,6.67,6.6,3.82
0.8,F,SI1,63.8,59,2941,5.83,5.87,3.73
0.85,G,SI1,64.9,56,2945,5.95,5.98,3.87
0.82,H,VS2,62.4,54,2947,5.97,6.04,3.75
0.7,E,VS1,61,61,2952,5.69,5.72,3.48
0.75,F,VS1,64.4,59,2953,5.67,5.72,3.66
0.95,I,SI2,63.8,57,2956,6.13,6.23,3.94
0.71,F,VVS2,58.2,60,2956,5.89,5.94,3.44
0.72,G,VS1,58,57.8,2958,5.85,5.87,3.4
0.7,D,VS2,63.4,57,2960,5.6,5.67,3.57
0.71,F,VVS2,58.9,61,2960,5.8,5.9,3.44
0.7,E,VS1,63.6,58,2964,5.61,5.56,3.55
0.9,F,SI2,64.2,62,2964,6.08,6,3.88
0.7,F,VS1,63.8,58,2970,5.58,5.61,3.57
1.04,I,SI2,59.9,64,2970,6.51,6.45,3.88
0.7,E,VS1,59.8,62,2973,5.74,5.8,3.45
0.9,H,SI1,64.2,60,2974,6.05,6.02,3.87
0.7,D,SI1,61.3,61,2980,5.63,5.69,3.47
0.64,F,IF,58.6,61,2980,5.69,5.71,3.34
0.9,E,SI2,58.7,63,2982,6.2,6.23,3.65
0.57,E,VVS1,59.1,65,2990,5.34,5.43,3.18
0.93,J,VS2,63.6,61,3000,6.16,6.08,3.89
0.7,D,VS1,63.6,60,3001,5.61,5.52,3.54
0.89,H,SI2,63.3,59,3002,6.04,6.09,3.84
0.72,F,VS1,63.8,58,3002,5.68,5.63,3.61
0.9,G,SI2,63.7,62,3014,6.07,6.01,3.85
0.9,F,SI2,64.2,62,3016,6,6.08,3.88
0.5,D,VVS2,62.4,64,3017,5.03,5.06,3.14
0.7,F,VVS1,63.2,58,3018,5.58,5.62,3.54
0.7,E,VS1,60.2,61,3018,5.71,5.75,3.45
0.9,H,SI2,63.1,60,3024,6.09,6.14,3.86
0.9,H,SI2,63.1,55,3024,6.08,6.13,3.85
0.9,J,VS2,63.9,58,3024,6.15,6.08,3.91
0.75,D,SI1,63.6,58,3024,5.77,5.65,3.63
0.77,H,VVS2,57.9,61,3027,6.07,6.01,3.5
1.01,E,I1,63.8,57,3032,6.4,6.33,4.06
0.7,D,VS2,64.1,59,3033,5.56,5.49,3.54
0.7,D,VS2,63.9,58,3033,5.62,5.58,3.58
0.91,I,SI2,60.2,59,3034,6.24,6.29,3.77
0.32,E,SI1,63.3,56,561,4.34,4.35,2.75
0.4,H,SI2,63.7,59,561,4.64,4.69,2.97
0.32,G,VS2,63.3,54,561,4.36,4.39,2.77
0.32,H,VS1,63.1,57,561,4.34,4.37,2.75
0.32,G,VS2,63.1,57,561,4.3,4.35,2.73
0.32,E,SI1,63.4,55,561,4.35,4.36,2.76
0.81,I,VS1,59.4,56,3042,5.97,6.11,3.59
0.7,G,VVS2,61.1,61,3046,5.67,5.69,3.47
0.72,E,VS1,57.9,60,3048,5.97,5.91,3.44
0.82,E,SI2,61.8,56,3050,5.95,5.99,3.69
1.02,E,I1,63.1,60,3051,6.31,6.4,4.01
0.76,F,VS1,59.9,61,3057,5.89,5.98,3.56
0.9,I,SI2,60.7,58,3057,6.17,6.21,3.76
0.91,F,SI2,63.9,56,3058,6.11,6.06,3.89
0.9,G,SI2,63.6,57,3060,6.1,6.04,3.86
0.91,I,SI2,57.9,60,3061,6.46,6.39,3.72
0.7,E,VS1,59.4,61,3063,5.79,5.83,3.45
0.9,G,SI2,63.7,62,3067,6.01,6.07,3.85
0.92,J,SI2,59,63,3070,6.3,6.35,3.73
0.71,G,VVS1,62.7,61,3072,5.64,5.68,3.55
0.7,D,VS2,58,65,3073,5.81,5.73,3.39
0.9,G,SI1,63.7,56,3074,6.1,6.06,3.87
0.75,D,SI1,63.6,58,3078,5.65,5.77,3.63
0.94,I,SI2,63.8,60,3079,6.21,6.14,3.94
0.7,D,VS2,57.7,60,3082,5.83,5.86,3.37
0.75,E,VS2,62.6,58,3084,5.73,5.78,3.6
0.9,E,SI2,64.1,57,3084,6.09,6.07,3.9
0.7,D,VS2,63.9,58,3087,5.58,5.62,3.58
0.7,D,VS2,63.2,60,3087,5.56,5.61,3.53
0.7,D,VS2,64.1,59,3087,5.49,5.56,3.54
1.01,J,SI2,63.7,60,3088,6.4,6.29,4.05
0.77,H,VVS1,63.1,57,3096,5.83,5.86,3.69
1.29,I,I1,64.2,54,3098,6.93,6.83,4.42
1.52,E,I1,57.3,58,3105,7.53,7.42,4.28
1.52,E,I1,57.3,58,3105,7.53,7.42,4.28
0.9,H,SI2,64.1,58,3105,6.05,6.02,3.87
0.79,E,SI1,63.2,56,3107,5.83,5.91,3.71
0.7,D,VS1,60.4,63,3107,5.73,5.76,3.47
0.32,E,SI1,63.2,56,561,4.35,4.38,2.76
0.32,E,SI1,63.1,56,561,4.36,4.39,2.76
0.9,I,VS2,62.4,65,3107,6.12,6.09,3.81
1.01,H,I1,63.2,58,3110,6.33,6.39,4.02
1.01,H,SI2,64.1,56,3111,6.37,6.3,4.06
0.9,H,SI2,60.4,61,3114,6.14,6.22,3.73
0.9,H,SI2,64.3,58,3114,5.97,6.03,3.86
0.7,E,VS2,60.3,60,3115,5.69,5.75,3.45
0.9,H,SI2,64.3,60,3115,6,6.1,3.89
0.8,F,VS1,63.3,55,3116,5.87,5.92,3.73
0.9,F,SI2,63.3,57,3116,6.08,6.14,3.87
0.9,F,SI2,63.2,59,3116,6.06,6.13,3.85
0.76,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
0.92,I,SI1,57.4,65,3122,6.42,6.48,3.7
0.94,D,SI2,57.9,61,3125,6.48,6.43,3.74
0.9,H,SI1,60.5,64,3125,6.18,6.11,3.72
1.13,G,I1,63.4,58,3127,6.58,6.61,4.18
0.97,J,VS2,64.3,58,3129,6.25,6.22,4.01
0.94,I,SI2,63.8,60,3134,6.14,6.21,3.94
0.9,E,SI2,64.1,57,3139,6.07,6.09,3.9
0.9,E,SI2,63.4,62,3139,6,6.02,3.81
0.72,E,VS2,60.8,62,3140,5.73,5.78,3.5
1.21,E,I1,57.2,62,3144,7.01,6.95,3.99
0.72,F,VVS2,61.3,65,3145,5.76,5.72,3.52
0.73,E,VS1,63.7,59,3146,5.67,5.69,3.62
0.7,E,VS1,61.2,58,3148,5.66,5.72,3.48
0.7,E,VS1,58.7,60,3148,5.79,5.83,3.41
0.91,G,SI2,62.5,60,3149,6.05,6.08,3.79
1.03,J,SI2,64.1,62,3149,6.37,6.33,4.07
0.9,D,SI2,63.9,60,3153,6.07,6.11,3.89
0.92,E,SI2,62,64,3153,6.2,6.16,3.83
0.9,H,SI2,63.4,60,3160,6.03,6.08,3.84
0.9,H,SI2,62.4,61,3160,6.03,6.11,3.79
0.9,I,VS2,62.4,65,3162,6.09,6.12,3.81
0.9,G,SI2,63.3,59,3162,6.07,6.12,3.86
0.74,E,VS2,63.9,54,3163,5.77,5.81,3.7
0.74,E,VS2,63.5,56,3163,5.75,5.8,3.67
0.78,F,VS1,64,54,3163,5.86,5.82,3.74
0.73,F,VVS2,58.2,63,3166,5.87,6.01,3.46
0.7,E,VS1,63.6,58,3175,5.67,5.62,3.59
0.9,I,SI1,63.5,59,3176,6.05,6.1,3.86
0.4,H,SI2,63.8,57,561,4.67,4.7,2.99
0.81,D,SI1,63.9,58,3179,5.9,5.85,3.75
1.5,G,I1,57.4,62,3179,7.56,7.39,4.29
1.03,J,SI2,56.2,62,3188,6.69,6.73,3.77
0.75,G,VVS1,58.4,56,3188,5.98,6.06,3.52
0.91,H,VS2,63.8,59,3192,5.99,5.96,3.82
1,H,SI2,62,64,3192,6.43,6.29,3.94
0.9,J,VVS2,57.4,61,3193,6.42,6.37,3.67
0.7,D,VS1,60.4,63,3193,5.68,5.74,3.45
0.9,H,SI2,63.6,60,3193,6.11,6.06,3.87
0.83,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
0.9,I,SI1,63,53,3196,6.08,6.15,3.85
0.9,H,SI1,63.8,57,3201,6.07,6.13,3.89
1.04,H,I1,63.9,58,3203,6.35,6.42,4.08
1.04,J,SI2,63.8,56,3204,6.36,6.32,4.05
0.7,F,VVS1,59.9,62,3206,5.69,5.74,3.42
0.9,F,SI2,64.3,57,3210,6.16,6.06,3.93
0.91,J,VS1,64.2,60,3210,6.01,5.95,3.84
0.95,D,SI2,56.5,61,3214,6.53,6.5,3.68
0.9,E,SI2,62,63,3218,6.09,6.14,3.79
0.68,G,VVS1,61.9,55,3225,5.63,5.68,3.5
0.9,G,SI1,57.7,62,3226,6.29,6.23,3.61
0.91,H,SI1,63.7,60,3229,6.16,6.09,3.9
0.75,E,VS1,63.1,55,3231,5.8,5.83,3.67
1,J,SI2,62.7,58,3234,6.28,6.32,3.95
0.7,D,VS1,57.8,60,3239,5.85,5.87,3.39
0.9,G,SI2,64.1,56,3246,6.12,6.08,3.91
0.9,I,VS2,63.7,61,3246,6.1,6.06,3.87
0.9,I,VS2,63.8,55,3246,6.16,6.07,3.9
0.9,G,SI2,63.8,59,3246,6.05,6.02,3.85
0.9,G,SI2,63.8,56,3246,6.16,6.13,3.92
0.32,E,SI1,62.5,61,564,4.32,4.35,2.71
0.26,D,VVS2,63.6,56,564,4.06,4.09,2.59
0.26,F,VVS1,63.3,57,564,4.05,4.07,2.57
0.9,G,SI2,64.1,63,3246,6.02,5.99,3.85
0.76,E,VS2,63.2,56,3249,5.82,5.86,3.69
0.81,G,VS2,62.9,58,3250,5.88,5.94,3.72
0.9,H,SI2,63.6,60,3250,6.06,6.11,3.87
0.83,E,SI1,63.7,59,3250,5.95,5.89,3.77
0.9,G,SI1,64.2,58,3250,6.04,6.01,3.87
0.9,G,SI2,61.8,56,3253,6.11,6.16,3.79
0.78,D,SI1,60.1,61,3253,5.92,5.89,3.55
1,F,SI2,59.4,64,3259,6.52,6.48,3.86
1.04,H,I1,63.9,58,3261,6.42,6.35,4.08
1,F,SI2,63.6,62,3265,6.25,6.2,3.96
1,J,VVS2,63.7,57,3265,6.34,6.31,4.03
0.9,F,SI2,64.3,57,3267,6.06,6.16,3.93
0.9,F,SI2,63.1,57,3267,6.11,6.18,3.88
0.9,F,SI2,63.2,57,3267,6.09,6.15,3.87
0.9,F,SI2,61.9,62,3267,6.07,6.12,3.77
0.7,D,VVS2,63.3,54,3267,5.6,5.64,3.56
0.9,G,SI2,58.4,55,3269,6.34,6.39,3.72
0.8,E,VS2,63.4,56,3273,5.88,5.92,3.74
0.8,E,VS2,64.5,56,3273,5.8,5.86,3.76
0.9,E,SI1,62.2,65,3274,6.13,6.08,3.8
0.7,E,VS1,61.3,62,3277,5.64,5.72,3.48
0.92,D,SI2,57.8,63,3277,6.4,6.36,3.69
0.9,H,SI1,66.1,57,3282,5.94,5.99,3.94
0.92,F,SI2,64.2,58,3282,6.14,6.11,3.93
0.91,G,SI2,63.6,59,3282,6.15,6.11,3.9
0.8,F,VS2,60.5,62.3,3283,5.97,6.01,3.62
0.8,G,VS1,63.2,60.1,3283,5.77,5.85,3.67
0.89,E,SI2,61.6,60.9,3284,6.13,6.24,3.82
1.04,J,VS2,58.2,64,3285,6.64,6.53,3.85
0.91,G,SI1,64.3,60,3286,6.12,6.04,3.91
0.91,I,VS2,64.2,55,3287,6.13,6.09,3.92
0.9,H,SI1,64.2,59,3290,6.05,6.01,3.87
0.91,J,VS2,61.3,61,3290,6.18,6.25,3.81
0.77,E,VS2,63.4,57,3291,5.8,5.84,3.69
1.02,J,SI2,63.1,58,3298,6.34,6.38,4.01
0.78,D,VS2,64,54,3298,5.82,5.86,3.74
0.91,H,VS2,56.9,61,3302,6.41,6.24,3.6
0.9,I,VS2,63.8,55,3303,6.07,6.16,3.9
0.9,G,SI2,63.8,59,3303,6.02,6.05,3.85
0.9,I,VS2,63.7,61,3303,6.06,6.1,3.87
0.9,G,SI2,63.4,59,3303,6.04,6.08,3.84
0.9,G,SI2,63.8,56,3303,6.13,6.16,3.92
0.76,G,IF,64.6,61,3304,5.72,5.8,3.72
1,D,SI2,64,54,3304,6.29,6.24,4.01
0.9,G,SI1,64.2,58,3307,6.01,6.04,3.87
0.41,J,VS2,64,59,565,4.64,4.71,2.99
0.3,G,VS1,63.4,55,565,4.26,4.32,2.72
0.3,G,VS1,63.5,58,565,4.21,4.26,2.69
0.3,F,VS2,63.4,59,565,4.23,4.25,2.69
0.3,G,VS1,63.3,56,565,4.28,4.31,2.72
0.7,F,VVS1,63.3,56,3310,5.64,5.7,3.59
0.7,D,VVS2,63.6,57,3312,5.61,5.58,3.56
0.84,G,VS2,63.6,59,3312,5.94,5.89,3.76
0.96,J,VS2,63.9,58,3312,6.27,6.21,3.99
0.7,D,VVS2,63.7,55,3312,5.66,5.61,3.59
0.84,G,VS1,63.6,57,3316,5.98,5.93,3.79
0.9,F,SI2,63.2,56,3318,6.15,6.2,3.9
0.9,F,SI2,63.2,58,3318,6.09,6.12,3.86
0.91,H,SI1,63.8,56,3323,6.09,6.04,3.87
0.81,D,SI1,64.1,54,3324,5.92,5.96,3.81
0.9,E,SI1,63.8,61,3332,6.08,6.05,3.87
0.92,D,SI2,57.8,63,3335,6.36,6.4,3.69
0.91,G,SI2,63.6,59,3340,6.11,6.15,3.9
0.91,G,SI2,63.2,61,3340,6.01,6.27,3.88
0.92,F,SI2,64.2,58,3340,6.11,6.14,3.93
0.91,G,SI2,63.3,57,3340,6.08,6.12,3.86
1.02,I,SI2,57.1,62,3342,6.66,6.58,3.78
0.91,G,SI1,64.3,60,3344,6.04,6.12,3.91
0.9,H,SI2,61.3,61,3348,6.11,6.16,3.76
1.01,I,SI2,64.1,58,3349,6.26,6.31,4.03
0.91,D,SI2,64.1,62,3349,6.06,6.01,3.87
0.9,G,SI2,58.5,61,3350,6.28,6.33,3.69
0.9,I,VS2,58.5,66,3353,6.23,6.25,3.65
0.9,G,SI2,61.3,60,3353,6.13,6.2,3.78
1.07,F,I1,64.3,59,3354,6.37,6.42,4.11
0.9,H,SI1,63.8,58,3357,6.05,6.12,3.88
0.91,D,SI1,64,59,3357,6.13,6.02,3.89
1,I,SI1,64.3,57,3360,6.29,6.25,4.03
0.82,F,VS2,60.9,62.2,3363,5.97,6.04,3.66
0.91,F,SI1,64,57,3363,6.17,6.08,3.92
0.8,E,VS2,63.3,59,3365,5.82,5.87,3.7
0.69,D,VVS2,61.5,61,3369,5.61,5.65,3.46
0.84,G,VS2,63.6,59,3370,5.89,5.94,3.76
0.93,F,SI2,61.3,62,3376,6.17,6.26,3.81
0.5,D,IF,63.2,59,3378,4.99,5.04,3.17
0.7,G,VVS1,58.5,62,3380,5.8,5.82,3.4
0.92,I,SI1,63.3,58,3382,6.14,6.18,3.9
0.31,G,SI2,63.2,55,408,4.31,4.33,2.73
0.31,I,SI1,63.5,56,408,4.28,4.32,2.73
0.4,J,VS1,64,56,567,4.66,4.69,2.99
0.31,D,VS2,63.6,56,567,4.26,4.32,2.73
0.33,D,SI1,63.1,55,567,4.38,4.4,2.77
0.33,D,SI1,63.1,55,567,4.42,4.46,2.8
0.36,H,VS2,63.7,55,568,4.49,4.52,2.87
0.9,E,SI1,63.8,61,3391,6.05,6.08,3.87
0.77,F,VS1,59.3,56,3393,5.98,6.03,3.56
0.71,F,IF,62.1,62,3393,5.68,5.79,3.56
1.01,I,SI1,58.4,64,3394,6.51,6.48,3.79
0.9,H,SI1,63.2,61,3398,6.12,6.03,3.84
0.9,I,VS2,62.5,59,3398,6.06,6.13,3.81
0.9,I,VS1,62.8,57,3398,6.07,6.16,3.84
1.01,J,SI1,62.8,58,3399,6.28,6.33,3.96
1.01,I,SI2,62.6,59,3399,6.24,6.35,3.94
1.01,I,SI2,61.8,62,3399,6.28,6.35,3.9
0.9,E,SI1,64.3,62,3400,6,6.07,3.88
0.9,E,SI2,63.2,57,3401,6.06,6.15,3.86
0.9,E,SI2,63.4,60,3401,6.02,6.07,3.83
1.04,J,SI1,64.2,58,3407,6.42,6.34,4.1
0.91,D,SI2,64.1,62,3408,6.01,6.06,3.87
1.01,I,SI2,64.1,58,3411,6.31,6.26,4.03
1.07,F,I1,64.3,59,3415,6.42,6.37,4.11
1.21,G,I1,64,59,3415,6.78,6.73,4.32
0.74,E,VS1,63.4,55,3416,5.76,5.78,3.66
0.93,F,SI2,59.4,61,3418,6.24,6.25,3.71
0.7,E,VS1,58.4,61,3419,5.85,5.89,3.43
0.7,E,VS1,58.4,60,3419,5.84,5.87,3.42
0.96,D,SI2,64,62,3419,6.16,6.13,3.93
0.9,E,SI2,61.9,62,3422,6.14,6.18,3.81
1,J,VS2,57.6,58,3422,6.59,6.56,3.79
0.91,F,SI1,64,57,3423,6.08,6.17,3.92
0.9,J,VS2,57.9,63,3423,6.32,6.35,3.67
0.9,J,VS2,62.3,64,3423,6.09,6.17,3.82
1.09,G,SI2,57.4,61,3424,6.82,6.75,3.89
0.9,D,SI2,63.5,62,3425,6.09,6.13,3.88
0.93,G,SI2,64.5,56.3,3425,6.08,6.14,3.94
0.91,H,SI1,63.9,60,3425,6.13,6.08,3.9
1.04,J,SI2,64.2,59,3425,6.47,6.38,4.13
1.02,H,SI2,58.6,64,3427,6.32,6.26,3.68
0.9,F,SI1,64.3,57,3427,6.08,6.01,3.89
0.77,D,VS2,64.3,56,3428,5.84,5.77,3.73
0.8,F,VS2,63.2,55,3429,5.88,5.9,3.72
0.79,F,VS1,57.7,58,3436,6.06,6.14,3.52
0.76,D,VS2,63.5,55,3443,5.81,5.85,3.7
0.7,F,VVS2,62.5,58,3445,5.68,5.75,3.57
0.9,I,VS1,62.8,59,3447,6.11,6.18,3.86
0.9,H,SI1,62.8,62,3447,6.05,6.09,3.81
0.9,H,SI1,62.1,61,3447,6.07,6.11,3.78
0.9,E,SI1,63.8,56,3449,6.17,6.09,3.91
1,E,SI2,64.3,58,3450,6.18,6.11,3.95
0.9,F,SI2,63.9,55,3453,6.15,6.12,3.92
0.36,H,VS2,63.5,54,568,4.55,4.59,2.9
0.36,I,VS1,63.3,56,568,4.51,4.56,2.87
0.3,D,VS2,63.1,58,568,4.26,4.3,2.7
0.3,E,VS1,63.2,57,568,4.26,4.29,2.7
0.41,G,SI2,63.7,55,570,4.7,4.75,3.01
0.3,F,VS1,63.7,56,570,4.26,4.28,2.72
0.96,H,SI2,56.7,62,3454,6.51,6.39,3.66
1.01,G,SI2,64,59,3461,6.34,6.31,4.05
0.7,D,VS1,60.4,62,3463,5.73,5.76,3.47
0.71,E,VS1,59.4,61,3464,5.8,5.89,3.47
1,I,SI2,63.9,60,3465,6.26,6.3,4.01
0.9,F,SI2,65.9,60,3465,5.98,6.01,3.95
0.9,H,SI1,64.4,58,3465,6.04,6.08,3.9
1.25,I,SI2,60.5,64,3465,6.91,6.82,4.15
1.03,G,SI2,63.9,60,3466,6.33,6.37,4.06
0.73,E,VS1,59,61,3466,5.88,5.92,3.48
0.9,F,SI2,57.9,62,3470,6.23,6.35,3.64
0.73,E,VS1,60.8,61,3471,5.77,5.8,3.52
1,H,SI2,63.7,58,3472,6.28,6.15,3.96
0.9,D,SI2,60.3,64,3473,6.14,6.1,3.69
0.8,F,VS1,59,60.9,3477,6.03,6.04,3.56
0.9,H,SI1,63.1,63,3484,6.04,6.1,3.83
1.01,I,VS1,64.2,60,3484,6.35,6.27,4.05
1.01,E,I1,61.5,65,3484,6.28,6.21,3.84
0.91,H,SI1,63.9,60,3485,6.08,6.13,3.9
0.77,D,VS2,63.1,57,3489,5.83,5.86,3.69
0.9,G,SI2,62.7,59,3489,6.04,6.12,3.81
1.51,G,I1,64,59,3497,7.29,7.17,4.63
0.93,H,VS1,59.1,64,3500,6.36,6.27,3.73
0.9,D,SI1,61.9,64,3505,6.09,6,3.74
0.91,G,SI1,63.1,63,3506,6.11,6.16,3.87
0.55,D,IF,58,62,3509,5.31,5.41,3.12
0.9,E,SI1,63.8,56,3510,6.09,6.17,3.91
1.01,G,SI2,60.8,63,3512,6.36,6.4,3.88
0.9,G,SI1,63.9,60,3512,6.1,6.07,3.89
0.9,F,SI2,63.1,58,3519,6.11,6.13,3.86
0.9,F,SI2,63.1,56,3519,6.12,6.18,3.88
0.91,E,SI2,63.1,61,3520,6.04,6.14,3.84
0.91,H,SI1,63.8,60,3520,6,6.16,3.88
0.96,G,SI1,56.6,63,3522,6.52,6.39,3.67
0.71,D,VS1,59.2,56,3524,5.84,5.85,3.46
1,H,SI2,63.9,58,3528,6.36,6.28,4.03
1,I,SI2,63.9,60,3528,6.3,6.26,4.01
0.32,D,SI2,64.1,54,571,4.37,4.34,2.79
0.31,D,SI1,63.5,57,571,4.28,4.32,2.73
0.31,D,SI1,63.4,55,571,4.28,4.3,2.72
0.31,D,SI1,63.5,56,571,4.29,4.31,2.73
0.31,D,SI1,63.1,57,571,4.3,4.32,2.72
0.31,D,SI1,63.4,58,571,4.32,4.35,2.75
1.01,F,SI2,63.8,57,3532,6.31,6.36,4.04
0.9,D,SI2,60.3,64,3534,6.1,6.14,3.69
1.02,J,SI2,63.4,56,3534,6.36,6.42,4.05
0.7,F,VVS1,61.2,61,3536,5.71,5.79,3.52
1,J,SI2,57.8,61,3536,6.54,6.58,3.79
0.91,E,SI2,63.9,61,3538,6.03,6.09,3.87
0.9,H,VS2,64,57,3538,6.14,6.11,3.92
